Country,Code,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Montserrat,MSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01688,0.01937,0.01937,0.01937,0.0194,0.02098,0.02204,0.02518,0.02834,0.02835,0.03779,0.03466,0.04137,0.04138,0.0414,0.0477,0.0445,0.04767,0.05083,0.05083,0.05402,0.05402,0.05403,0.06036,0.06671,0.06989,0.07625,0.08302,0.09267,0.083240958,0.083457682,0.044809106,0.043590706,0.055110949,0.051100518,0.059137,0.033757,0.029942082,0.033486782,0.025,0.024,0.025,0.025,0.024000001
Martinique,MTQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63457,0.6,0.6,0.6,0.6,0.7,0.8,0.9,1,1.5,1.6,1.3,1.5,2,2,2,2,2,2,2,2.1,2.1,2.1,2.2,2.2,2.4,2.4,2.133506078,2.5,2.7,2.7,2.585919279,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85177,0.8,0.7,0.8,0.860040152,0.881654607,1.234489941,1.020080305,1.396064244,1.658506002,1.834489941,1.844096365,2.146497972,2.248899578,2.251301184,2.451301184,2.396064244,2.41047388,2.570514032,2.726618428,3.607606341,3.918080221,3.651702707,3.758907525,3.89406416,4.074184617,4.464778954,4.682458562,4.965847171,4.378860523,4.944350395,5.33553258,5.325895776,5.456496745,5.643013306,5.832263726,5.999197742,6.611655139,6.938191586,6.316517545,5.410905057,5.399669661,5.255397003,5.550975193
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567819303,0.611293031,0.541434875,0.425204642,0.420567428,0.542594102,0.536797598,0.539261107,0.54375333,0.648390554,0.648390512,0.734478902,0.739116105,0.74607191,0.848390512,0.84607191,0.855346317,0.859983521,0.855346317,0.858198197,0.860145823,0.856440456,0.95273509,0.942447695,1.0321603,1.135327315,1.143782467,0.950514969,1.230606837,0.927523096,0.946535631,1.08387112,1.035432558,1.103881022,1.095442723,1.049811359,1.194856363,1.311273689,1.508163994,1.535189953,1.487959571,1.597499995,2.250909477,2.264655619
Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.30173346,27.763712804,29.246371688,32.04581601,37.274510029,41.336381718,45.339510499,44.763869348,46.868471884,52.457608982,54.383124723,59.145320815,62.560985677,69.815705441,81.081511061,88.692520744,95.494661516,99.976626723,99.647702118,101.765444342,111.77870657,120.636393311,131.205939663,130.495109119,136.980431536,151.266149116,161.385957998,175.422533117,177.815826773,178.061132712,191.768820756,196.511208723,201.288914109,212.9142926,219.59598359,216.337974037,217.524956299,227.640002694,247.45681145,257.343912268,229.154493159,234.476320291,249.226063342,260.004912901
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,2.4,1.232948121,1.126358505,1.319768872,1.321965415,1.335144659,1.430751582,1.424161946,1.537341198,1.713179252,1.810809341,2.201850683,2.203656945,2.420067892,2.600072358,2.600578762,2.820516906,3.016694682,3.130051738,3.219357522,3.106191659,3.158869195,3.112832627,3.455610713,3.634070393,3.978877573,3.952825048,3.923760866,3.90852628,3.778262765,3.431873378,3.515502075,3.381569678,3.459988549
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.756336053,1.696168637,1.155499536,1.132053144,1.246406951,1.323437186,1.418652591,1.570806575,1.506691082,1.6952062,1.592337275,1.721044889,1.806691082,1.777983012,1.880851807,1.844967343,1.801906487,1.670329948,1.687076053,1.665545353,2.007644336,2.019605064,2.260274123,2.289307037,2.571364816,2.521997362,2.977020205,2.934729142,2.882045986,3.024150432,3.759897751,3.646757628,3.852530222,4.081564585,4.898082448,5.073355272,5.595718858,5.302063892,6.032140267,5.630488483,5.237675771,4.553196337,4.796915494,4.886840608
Niger,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598342684,0.659029017,0.688543525,0.655792418,0.695145083,0.697112733,0.643986611,0.72269196,0.904983259,0.936465399,0.990951704,0.991925681,0.961557257,0.985170802,0.976511256,1.018472966,0.998468056,1.009272321,1.054421593,0.978917669,1.081371306,1.0872742,1.122691568,1.134300594,1.176177695,1.145470838,1.119818826,1.098771788,1.229184752,1.14905783,1.229533959,1.66311887,2.166242138,2.525472408,2.37103624,2.499474332,2.360195349,2.195923651,2.345762401,2.43484864,2.446662413,2.422544704,3.140389149,3.131670151
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.258434402,32.602899661,33.092174147,32.779845028,34.659883028,37.262169378,36.720224049,39.584085067,41.610747658,45.451914519,44.518812448,47.542804486,48.78246319,49.974135263,45.985867176,52.234222126,51.75203638,50.509979078,50.603202706,50.220954701,49.927929194,56.87899477,57.086800936,59.362223276,58.951248798,66.109157797,63.380658981,58.160362769,68.984144585,46.064462964,51.658132081,69.795991243,72.414810297,95.494957143,105.260132079,99.509782864,102.060662292,99.327417578,107.426843486,111.076608868,101.292817078,109.918428088,111.952953313,114.396913927
Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84261,1.9,1.9,1.8,1.7,2,2.1,2.1,2.1,2.1,2,1.9,2.3,2.3,2.5,2.8,2.9,3,3.5,3.7,3.7,3.9,3.9,4,4.2,4.4,4.5,4.010307626,4.3,4.3,4.3,4.701077745,4.447179692,4.437450817,4.642415474,5.254183,5.249562,5.181649,5.027809,3.57436,3.483037,3.853239,3.878129,3.80600231
Niue,NIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00281,0.00281,0.00281,0.00281,0.00281,0.00287,0.00315,0.00315,0.00315,0.00315,0.00315,0.00315,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00318,0.00413,0.00477,0.005085915,0.00544,0.003447462,0.005857224,0.003423507,0.006293539,0.006886494,0.007111187,0.007806447,0.007578532,0.007261196,0.007517555,0.0080748,0.0080748,0.0080748,0.0080779,0.009000063
Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.120169972,158.875036449,163.401789288,150.798250701,173.72956919,179.857175416,188.966607414,191.904606749,192.482740154,194.765365381,205.10104957,214.053061415,212.209772794,216.040136964,217.205899275,223.054448567,232.888753258,229.456791691,230.706770952,226.586467934,232.30065349,239.506669253,241.471878618,240.125001185,248.219786297,249.333939731,249.590520403,250.673359104,248.469401251,238.139122139,245.481828167,237.302428503,228.871238384,227.484907927,220.347952579,229.430129825,225.372876214,222.416653851,216.312208824,223.54177204,197.899270676,205.300023894,182.021976023,188.190778467
Netherlands Antilles,NLDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98684,15,14,13,12,10,10,10,9.5,9.8,9.7,9.2,9.5,9.2,9.6,11,11,12,12,12,12,12,11,11,11,11,12,9.4,11,12,12,14.002043967,12.802721109,12.875931737,12.860461438,14.259102,14.395662,14.496783,14.496783,8.437234,6.811117,7.132117,7.649234,7.538993911
North America,NOAM,2206.690829,2382.046176,2526.687327,2473.373964,2536.892888,2422.25256,2684.786146,2777.042758,2756.562392,2703.188545,2807.171174,2914.008533,2942.790633,3064.923181,3184.516899,3316.753148,3461.741169,3654.178703,3749.381715,3964.523069,4134.686706,4261.307787,4311.927159,4532.007774,4721.984594,4561.227063,4426.421477,4694.157203,4835.524743,4883.910187,4946.62713,5389.080950502,5255.893281107,5011.858689439,4975.204400769,5279.333576381,5283.873673987,5286.076765871,5469.764943441,5723.713184024,5840.076582837,5758.257816172,5717.728851247,5836.12090062,5945.199998328,6062.717757098,6114.855253693,6332.467251264,6431.051187494,6508.427672162,6584.384549194,6787.317316225,6696.349240667,6746.251116856,6848.387918729,6979.276347052,7015.004110715,6959.783498898,7050.221019243,6832.27385362,6396.614719536,6617.649783144,6494.496278981,6278.907793631,6414.694581307,6456.335960203,6320.312079765,6211.52822661,6206.124181885,6348.852769235,6229.368732036,5540.354580612,5880.709303981,5955.512178901,5823.429629821
Non-OECD,NOEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7567.899915957,7592.231974291,7864.403714742,8137.645130036,8569.311551378,8884.247060524,9268.020744105,9653.673285072,10007.051891265,10128.152030716,10190.737322034,10152.331630369,9829.396335953,9882.695866187,9869.953392197,10181.204787512,10257.809191308,10243.640707914,10260.535270853,10503.08447307,10933.860314951,11167.734456428,11652.03871034,12544.148482903,13803.514981199,14814.062639669,15783.551950623,16112.649161913,17148.713272179,17771.701039982,19244.00287313,20532.902288857,21465.197762918,21826.879556444,22036.910602521,22067.220758137,21952.848006713,22303.962295205,22838.234831594,23422.874155763,22732.064891982,23707.145476408,24408.697598307,25620.238015387
Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.745929664,25.466795813,26.89874585,25.24341703,31.564743258,33.19449532,35.958675867,34.770037429,34.904875273,34.232392285,34.167417431,32.181623293,35.126149023,34.007005772,35.844671963,37.100076134,39.50830487,40.986888072,41.20630714,43.005934715,40.260773951,42.450665755,43.184785898,45.280863527,48.372756457,42.594446679,38.921606768,41.664656311,39.093588209,43.713378337,44.628625757,41.996717638,41.644358587,43.562625281,43.99432282,43.074837856,41.970090522,43.751620358,43.033623607,43.638279801,40.482605789,40.437937922,40.50431802,38.535162294
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411000276,0.3983337,0.512607947,0.535006011,0.526848035,0.435588265,0.728215067,0.733226303,0.720538084,0.722188538,0.728468221,0.96522049,1.069954268,1.088101569,1.188814378,1.304693346,1.569819438,1.775844015,2.182671623,2.43835979,2.381157215,2.414286583,2.461918037,2.561812449,2.607836886,2.7011171,2.598337048,2.539958821,2.654380975,2.944493516,3.428038187,3.607306642,3.947445007,4.16947456,4.488545892,4.01387241,6.39830136,7.418917878,8.30706762,6.569236762,8.697022358,8.881978949,10.900943471,11.357114891
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.151091751,0.2,0.2,0.05959529,0.05844715,0.06190069,0.070636217,0.076325617,0.081390135,0.089219746,0.070765985,0.083366555,0.079,0.076,0.079,0.081,0.086
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.518504385,16.827331975,18.238618768,18.218075553,20.364524644,21.478280344,22.864653131,23.026747477,25.240168412,26.391553964,28.170122004,28.158164953,30.176657945,29.251877892,30.463018272,30.596157905,31.833218517,33.514343676,32.042265419,33.631880235,34.194868084,36.522785215,36.691744554,36.745772865,36.419335834,37.391787624,37.463399439,36.652823727,37.962672649,35.142919914,35.246829882,34.986296043,36.62241943,36.964496969,38.141857145,37.75667402,38.305919672,39.588690657,38.962262785,40.306382914,35.094117951,34.516063902,32.530090952,33.505667141
OECD - Asia And Oceania,OEAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.457996141,1240.326277761,1157.974466728,1178.420953942,1377.382756555,1377.7447683,1384.972542997,1426.336233546,1531.427770817,1592.943586894,1670.902823025,1710.469655022,1749.24469332,1775.280880271,1865.559419325,1913.704132171,1980.051579234,2017.78435512,1942.310694431,2029.126640783,2076.139890421,2091.261096519,2106.018038381,2155.965710858,2165.852730173,2195.161035814,2195.404319935,2239.564708092,2210.49288686,2135.670202695,2239.383745682,2289.762052256,2375.083779663,2368.279564881,2319.123176151,2299.196989098,2321.460423619,2310.522572091,2304.72033619,2223.007066832,2086.596943371,2102.558725274,2076.537058396,2034.828134921
OECD,OECD,2206.690829,2382.046176,2526.687327,2473.373964,2536.892888,2422.25256,2684.786146,2777.042758,2756.562392,2703.188545,2807.171174,2914.008533,2942.790633,3064.923181,3184.516899,3316.753148,3461.741169,3654.178703,3749.381715,3964.523069,4134.686706,4261.307787,4311.927159,4532.007774,4721.984594,4561.227063,4426.421477,4694.157203,4835.524743,4883.910187,4946.62713,11153.648425716,10754.952549118,10436.074592995,10351.162966372,11046.147609548,11156.692856125,11255.695547211,11518.888577318,11842.032106279,12040.554232617,11959.295785976,11820.003495525,11941.293853413,12015.251256166,12198.860622971,12376.975660965,12792.311096902,12874.685770268,12903.645703789,13004.858806827,13331.836110288,13310.056244641,13369.094867948,13621.096253239,13806.543748922,13886.904057429,13864.725350883,13980.648353833,13655.990611104,12856.271895977,13286.895631619,13104.894625922,12958.042072246,13024.930655694,12865.06364535,12769.092534731,12694.64414332,12751.518653618,12824.939888678,12510.893031142,11195.546035643,11788.568608217,11820.400387025,11458.943221936
OECD - Europe,OEEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4405.046994395,4153.293206429,4164.327294678,4093.525551615,4278.535957357,4382.747371802,4472.962536985,4511.55151753,4469.300483457,4482.901432412,4401.824978814,4264.932278392,4218.766455506,4149.316612295,4118.306294028,4192.867017886,4319.14897328,4251.000055111,4275.969201898,4218.502690614,4272.56124406,4315.47859712,4306.933175768,4398.468961959,4434.457395515,4451.242773345,4480.195425966,4457.529642307,4389.045522431,4099.538016793,4203.460051066,4082.454788863,4053.164487335,3995.682633803,3839.676321224,3893.842686261,3902.400572965,3980.88599107,3916.510212963,3790.423405357,3332.880012984,3544.175899299,3520.67843462,3339.390047267
OECD - North America,OENA,2206.690829,2382.046176,2526.687327,2473.373964,2536.892888,2422.25256,2684.786146,2777.042758,2756.562392,2703.188545,2807.171174,2914.008533,2942.790633,3064.923181,3184.516899,3316.753148,3461.741169,3654.178703,3749.381715,3964.523069,4134.686706,4261.307787,4311.927159,4532.007774,4721.984594,4561.227063,4426.421477,4694.157203,4835.524743,4883.910187,4946.62713,5388.403150502,5255.293281107,5011.258689439,4974.604400769,5278.733576381,5283.273673987,5285.376765871,5468.864943441,5722.713184024,5838.876582837,5757.257816172,5717.028851247,5835.02090062,5944.099998328,6061.617757098,6113.769413693,6331.381411264,6429.990787494,6507.357752162,6583.314629194,6786.141036225,6695.179310667,6745.081186856,6847.111638729,6977.993717052,7013.721470715,6958.497688898,7048.760988897,6830.78226362,6395.225727424,6615.857520825,6493.043440221,6277.600720052,6413.383242493,6454.921791935,6318.959373765,6209.99352561,6204.63925968,6347.344499876,6228.081553136,5539.272496012,5879.561213581,5954.335908182,5822.268524998
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95997924,4.13316089,5.07756353,5.83306683,6.11086551,7.25526815,8.2885231,8.3440264,7.85517409,10.09948267,11.199397361,11.683881548,12.393425282,13.668544222,14.241456365,13.699878271,14.201570852,16.208301969,20.36914497,18.083445906,20.200234598,20.437557791,21.330208422,21.035975927,22.925339761,29.34639474,33.128188086,34.561798973,40.872919655,43.204268248,56.545084781,53.416343168,62.452549626,62.839911589,68.877053515,69.068243884,66.12092872,69.473323261,75.906243885,72.012207959,67.346222001,72.736700573,79.71391968,84.072743719
OPEC - Africa,OPAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.529400663,96.794985234,115.026423509,123.173728274,127.90693757,127.565038915,128.433846342,136.689770152,143.010642841,146.885974994,151.678121099,162.188778934,159.434884644,154.832376309,154.488830868,164.481824106,164.101256443,161.505738861,163.262734694,161.163130433,163.004401103,171.302115044,180.480335952,182.786346536,184.855346397,207.485371774,203.219487183,193.572155218,183.121811275,206.872227231,216.346245751,229.959164865,252.49841581,277.784748155,298.811169068,291.165255865,292.410096995,308.284259144,321.464533468,319.718148916,291.661688757,316.59647461,328.177297276,335.810770998
OPEC,OPEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.245061004,498.825289675,528.611879016,579.719227127,612.511489333,654.638338487,700.171129584,730.854124115,767.61050054,807.235450964,809.961806498,824.745139956,871.781299915,890.064060317,930.119712664,952.271744635,972.093247076,1037.832258934,1065.246100134,1089.472640125,1139.898429478,1209.637564793,1256.915718987,1303.726117344,1394.96951405,1492.473671019,1526.690805409,1454.723636318,1617.314491341,1714.378587154,1788.813299644,1880.2094302,1990.901131628,2044.101010173,2115.213473344,2151.571980388,2121.151276962,2144.345925528,2154.531669099,2207.833891354,2098.525000841,2209.132768575,2359.188176575,2455.391347774
Non-OPEC,OPNO,2206.690829,2382.046176,2526.687327,2473.373964,2536.892888,2422.25256,2684.786146,2777.042758,2756.562392,2703.188545,2807.171174,2914.008533,2942.790633,3064.923181,3184.516899,3316.753148,3461.741169,3654.178703,3749.381715,3964.523069,4134.686706,4261.307787,4311.927159,4532.007774,4721.984594,4561.227063,4426.421477,4694.157203,4835.524743,4883.910187,4946.62713,18245.303280669,17848.359233734,17771.866428721,17909.088869281,19002.947671593,19386.301578162,19823.545161732,20441.707738275,21081.473497004,21361.470812369,21340.071301512,21147.589985938,20898.908889451,21007.883062036,21138.694302504,21605.908703842,22078.027041134,22080.494219248,22098.934874508,22418.470639772,23125.797995761,23268.153136276,23764.217859301,24861.518618798,26215.089216071,27208.493026079,28121.586496097,28638.573879428,29187.389391942,28913.594348805,30742.085205105,31757.587484579,32432.338703536,32807.709201965,32786.760774527,32684.74131248,32526.340873071,32911.135023295,33508.643051173,33725.933295551,31829.085926784,33286.58131605,33869.909808757,34623.789889549
OPEC - South America,OPSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.497709324,97.846679788,98.298687989,93.00388602,92.164409377,93.914972066,99.502339433,98.367994409,96.210895976,102.199478759,102.537749285,104.587294147,104.659830791,106.941333575,112.921776897,117.864721091,120.308310129,122.370133384,129.527653923,121.08094275,125.170102899,142.220115968,137.770528363,127.788778567,135.034954629,131.626708227,143.496808587,126.554786165,139.662634834,135.589171231,142.156846662,137.508847285,156.134440582,144.56582394,148.247173844,146.123679031,143.667236706,140.438683495,124.455179791,94.784625528,62.650938579,64.927293897,74.179342064,76.729939231
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.621529358,35.913991827,41.71246188,40.773233711,42.043348234,46.777431087,50.358049396,54.954350142,57.974773363,61.324624291,65.272568113,68.204842151,70.144909109,77.295306144,84.684958631,86.991005525,95.034480034,96.312960701,99.347663255,107.448427989,109.541882819,103.535475191,104.008363169,103.604678168,107.650950848,116.350499434,129.513924543,138.846524547,139.283127113,140.905844207,142.66503055,141.208589928,148.781510333,147.371447248,156.589626009,164.096060694,182.674871698,198.11511664,188.954323804,181.582886302,188.136596593,199.570087161,219.891393424,212.655258892
Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39004,5.2,4.7,5,4.9,3.5,11,12,11.038431678,11.036030926,12.076866346,12.108093206,12.100885397,12.127312035,13.129712787,14.086475333,12.041512074,13.049301762,14.069663458,13.090816349,13.111954771,13.058398007,13.02182957,13.03557884,14.02633974,14.017100639,14.012208956,14.008943835,15.089743119,16.117426654,19.13350749,20.641222589,22.254963207,21.896275494,22.365397062,23.052440017,24.554451595,26.670110313,26.96106386,29.892641898,19.553506746,21.128379775,23.433982517,23.458188754
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.937153824,22.432548904,22.315119478,21.064023127,21.194836054,21.397417803,24.703724521,24.148171577,24.014600975,20.847037709,19.589366719,18.942514019,19.697531688,22.232882955,23.033700774,24.174285929,25.149208009,24.858771234,25.284952157,26.373972774,26.453304811,25.377965915,24.88648972,25.008262577,28.391694733,29.288415265,32.84945181,31.273467679,35.655996069,36.514770193,42.554678332,44.449337176,46.812957014,47.69861051,48.507986338,49.951604891,53.255137429,51.057059138,52.772752742,53.278286021,42.59359799,52.318196141,57.52225842,58.903342851
Persian Gulf,PERG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.675264737,324.371066063,337.840671798,386.084416453,417.338355246,458.378694656,498.755216899,525.049746504,555.798040093,586.525679541,585.766102233,592.280496834,649.280540492,674.1609597,708.523749356,716.140399399,734.548553757,805.015602126,825.3331301,859.393518394,906.780312006,942.11030156,989.418255896,1047.576210944,1136.291623444,1223.856949793,1258.271361067,1216.158584667,1381.127431802,1463.723325592,1532.042428025,1625.103254015,1725.020909356,1776.840082558,1825.359911142,1869.668262653,1828.111861749,1847.573536951,1863.915316513,1956.743104578,1898.91324866,1983.353405913,2115.679998568,2218.451707283
Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.335758453,31.091233002,31.202308572,30.708796885,27.005743035,24.975534361,26.913566836,31.901772207,33.920397222,40.090695282,41.338319614,42.468042631,45.851864245,49.564914483,52.681478134,57.244187598,60.452533856,66.769408889,70.391761741,69.169255286,70.317697226,69.271326888,70.137279563,70.206532096,74.214722258,74.768268609,74.006972648,70.587735876,73.999352401,71.865380548,78.91806741,80.335270199,84.93645975,92.189934273,91.285559189,104.721561264,107.521038084,129.620697834,135.216311732,140.261833548,126.797445245,134.968126391,140.971329845,156.228058346
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71931,1.7,1.7,1.7,2,2.1,2.3,2.5,2.4,2.4,2.5,2.4,2.6177667,2.556940792,2.498324084,2.596092665,2.655028788,2.715793589,2.615793589,2.615793589,2.615793589,2.615793589,3.715793589,4.274646387,4.274646387,4.19617599,4.274646387,4.398709897,4.555028788,3.19617599,4.379178868,4.544294664,4.357106564,4.444492445,4.794150007,5.737748848,6.151275634,6.09486905,6.323287075,4.695977214,4.55655226,4.36355996,5.671403739,5.797743891
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.651686369,369.370466075,374.97516001,382.511719356,401.855826254,424.783694935,443.758587995,467.372303148,455.494173414,439.220635326,365.387898813,359.565618289,344.13064763,348.851281679,339.875788953,340.677123563,358.270912109,347.830163638,323.262505378,314.166396338,302.933215602,305.402860632,297.405370849,307.936364717,310.317081161,309.522963571,310.079328667,311.76897111,311.054234596,299.714833176,315.19967664,315.047128751,312.911479308,314.294286373,300.351497154,304.816883966,310.218014961,323.600047138,319.51694235,303.886237665,284.267254454,297.447061102,290.590171751,264.030646413
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.007796001,13.969523334,13.969523334,14.380212846,14.247965318,14.209692652,14.52671614,14.932529745,14.676392616,13.486845324,14.081744915,12.679893273,14.900439627,14.985498974,15.304899682,13.196169913,11.85852683,11.690953965,11.647009962,7.516666733,22.099169022,31.30647887,28.97052868,32.104620727,34.505581226,33.475192196,31.819065023,29.653700361,28.226562879,27.938705428,24.286866713,26.116503901,26.738945211,23.502621079,22.154357995,22.295508948,20.676108421,20.191816282,20.150917372,18.998739434,16.267793909,18.450276204,17.226244364,18.833082261
North Korea,PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66301921,90.114824684,94.38304747,98.67226456,101.500178062,82.35378601,82.392653857,79.861831257,97.046290632,76.756450419,76.162795579,76.302413515,77.276680798,86.457300093,83.710123216,99.209484307,97.051863112,95.886478161,84.482908572,100.516147789,100.081906838,96.081743638,93.779183771,92.55421852,96.145927227,94.243393385,90.291736096,79.211639796,86.150354228,74.476681418,69.827670262,46.712950668,43.840541388,40.104721615,39.208031225,35.639909988,35.004910002,71.618576959,64.855151024,72.492673856,68.185929796,56.051377831,54.921144602,55.743989865
Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.193941007,17.833369798,26.378833327,26.324730067,28.621709201,27.743587465,31.138421225,31.94999958,33.44870956,42.245221114,43.030446264,44.299893905,47.866260137,45.971220007,46.324765175,50.661784795,47.748407316,49.631687557,54.825010045,61.672411941,61.481733775,60.208057252,64.667454546,60.123064066,63.121827707,65.475043653,60.249407123,58.94833955,57.381671014,56.494899724,51.933110798,52.607443898,50.769261515,48.994357808,49.142157991,53.264280761,52.29496522,56.964920765,53.518320981,50.370418256,40.878931579,40.326518143,42.683899418,38.271661053
Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.386,1.3,1.2,1.3,1.4,1.5,1.5,1.9,1.7,2.3,2.2,2,2.3,2.5,2.9,3.3,2.7,3,3.4,3.8,3.6,3.5,3.6,3.7,3.8,3.700419341,3.700061157,3.752651172,3.800252837,4.100003081,4.500099378,4.854154389,5.175485748,5.070818482,5.328025571,6.592852194,7.657524903,7.957430309,8.338166715,8.087445537,7.434369558,8.447007,7.730437008,7.509184438
Palestinian Territories,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.4,0.5,0.5,0.6,1.2,1,1.2,2.1,2.7,2.9,2.787540723,3,2,2.3,2.363244018,2.188785041,2.414518051,2.638671739,3.116727,3.301733,3.277635491,3.277635491,3.313,3.38,3.7,3.808,3.913
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2109,0.3,0.4,0.6,0.8,0.7,1,1,1,1,0.9,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.9,0.9,1,1.073299837,1,1.1,1.069934284,1.032705988,1.005109149,1.017831956,0.994421436,1.040268159,1.022256868,1.000152326,1.029653081,0.7973429,0.7372026,0.5742961,0.954171421,1.010000174
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69816072,11.32140181,13.23236138,12.66575742,15.31001897,13.81011303,14.32121369,14.49896534,14.79891831,15.34332095,15.73228334,18.368203069,28.057393323,29.883758703,29.983064324,30.283619828,30.976110684,32.623989003,33.414428979,31.86655066,34.744104153,25.235304634,28.895152533,31.953088427,38.085251356,45.184910204,50.470111716,53.015624913,56.051946162,60.923373299,70.380546821,79.476515369,107.760707413,116.368722988,118.692892199,116.56972965,103.875350327,113.016120431,116.288918171,120.871994197,113.456150281,112.588866337,113.008956245,127.782678726
Reunion,REU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60027,0.6,0.6,0.7,0.8,0.8,0.8,0.9,1.1,1.2,1.2,1.4,1.4,1.9,1.9,1.9,1.9,1.9,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.56222553,2.562396051,2.9,2.9,2.687415363,0,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.920135469,167.645526601,173.262276359,179.485119755,173.562501005,176.257213192,184.207526948,190.584904823,189.719653584,193.166362493,179.181645063,136.105803125,132.086924476,124.549766956,117.137699398,123.706980737,125.819114567,120.64856224,100.507704166,89.525713639,92.327939367,101.276368293,99.626481358,100.276598394,100.05466486,97.087871408,101.428477126,92.722840354,89.835897181,80.29928483,77.564538368,83.665637876,81.234802934,70.291883218,69.257436654,69.882663612,68.837204976,74.823309052,73.684118621,72.107923035,65.621638013,70.972594555,65.986199982,61.416105034
